Filename,Total,CPU Setup,GPU Total,GPU Upload,GPU Upload Create,Preprocessing,Instruction Count,Instruction Gen,Optimize,Regalloc,Jump Fix,Postprocess
./basic/1.in/0.out,2325079,2329,52544,162,32,117,113,1749,686,49503,192,11
./basic/1.in/1.out,2292758,2252,53374,157,31,112,110,1732,682,50358,201,11
./basic/1.in/2.out,2279545,2052,53454,166,32,112,111,1753,671,50421,196,11
./basic/1.in/3.out,2396331,1368,52585,173,34,124,120,1751,732,49459,202,13
./basic/1.in/4.out,2299229,2191,53408,165,32,119,112,1732,681,50377,200,12
./basic/1.in/5.out,2294981,2120,52559,161,31,113,108,1725,682,49557,192,10
./basic/1.in/6.out,2282906,2408,53528,161,31,113,115,1741,691,50484,201,11
./basic/1.in/7.out,2279426,1124,52481,160,30,117,111,1752,680,49438,201,11
./basic/1.in/8.out,2279917,995,53386,168,33,111,112,1708,668,50404,191,11
./basic/1.in/9.out,2260255,991,53476,163,32,115,111,1736,684,50433,211,12
./basic/1.in/10.out,2305555,2173,53511,164,34,113,109,1725,680,50501,198,11
./basic/1.in/11.out,2279209,1990,52536,164,32,114,110,1721,683,49525,198,12
./basic/1.in/12.out,2271003,996,53536,157,30,116,111,1730,683,50527,189,11
./basic/1.in/13.out,2310783,3209,53339,157,30,115,112,1704,680,50338,210,11
./basic/1.in/14.out,2289131,1998,53567,158,30,115,115,1735,689,50531,202,11
./basic/1.in/15.out,2319988,2111,53403,163,31,114,116,1710,696,50384,198,11
./basic/1.in/16.out,2309899,1967,53555,161,32,118,113,1727,687,50534,193,11
./basic/1.in/17.out,2301707,2253,53480,163,32,112,110,1694,681,50501,197,11
./basic/1.in/18.out,2298132,2349,53614,158,31,114,113,1763,684,50554,205,11
./basic/1.in/19.out,2305661,2529,52426,158,31,115,111,1741,676,49408,196,11
./basic/1.in/20.out,2277438,1763,52410,160,31,116,114,1740,680,49377,201,10
./basic/1.in/21.out,2319685,3122,53505,163,33,115,109,1735,690,50469,202,12
./basic/1.in/22.out,2306414,2262,53517,160,30,110,116,1740,680,50488,200,11
./basic/1.in/23.out,2272854,1337,52573,169,31,117,109,1742,677,49541,196,11
./basic/1.in/24.out,2297820,2179,53507,161,31,116,109,1758,674,50473,193,12
./basic/1.in/25.out,2301424,2703,52556,162,32,117,111,1743,680,49525,196,11
./basic/1.in/26.out,2302537,2444,53388,160,33,112,113,1696,671,50412,202,11
./basic/1.in/27.out,2288626,995,53564,161,31,116,111,1763,679,50520,191,11
./basic/1.in/28.out,2325021,2061,53568,160,30,114,111,1737,684,50531,208,11
./basic/1.in/29.out,2275626,2047,53426,162,31,116,115,1732,684,50401,195,11
./basic/1.in/30.out,2291690,995,53559,159,33,116,109,1747,685,50519,201,11
./basic/2.in/0.out,2317413,4049,88116,183,33,115,122,1713,796,84944,221,11
./basic/2.in/1.out,2353438,3879,87975,183,31,116,119,1700,818,84793,222,12
./basic/2.in/2.out,2335065,4204,87065,179,30,118,117,1692,812,83904,217,12
./basic/2.in/3.out,2382042,3875,88461,182,30,117,119,1704,813,85283,218,12
./basic/2.in/4.out,2341554,3996,89990,217,38,153,148,2013,918,86223,288,14
./basic/2.in/5.out,2307300,2399,86944,184,31,120,125,1678,809,83787,218,11
./basic/2.in/6.out,2322330,2703,88370,182,31,120,120,1698,810,85196,220,11
./basic/2.in/7.out,2409066,3589,88225,194,33,127,133,1713,867,84947,219,13
./basic/2.in/8.out,2341654,5098,88323,181,32,113,125,1701,807,85155,218,11
./basic/2.in/9.out,2364834,3851,87926,178,30,115,121,1705,797,84765,221,11
./basic/2.in/10.out,2346711,4584,88454,185,33,114,120,1705,805,85281,220,11
./basic/2.in/11.out,2365761,4845,87914,177,30,113,123,1676,802,84787,213,11
./basic/2.in/12.out,2337694,4395,87752,178,30,118,121,1680,816,84598,219,10
./basic/2.in/13.out,2305279,2390,88330,181,31,114,119,1709,816,85153,215,11
./basic/2.in/14.out,2358261,3733,88301,180,31,116,123,1683,800,85162,213,11
./basic/2.in/15.out,2347060,5257,87944,184,30,118,119,1719,833,84736,213,11
./basic/2.in/16.out,2337594,4440,87338,192,34,115,118,1751,879,84046,212,11
./basic/2.in/17.out,2359043,3219,87855,179,30,116,119,1695,811,84689,222,11
./basic/2.in/18.out,2337335,4074,87918,182,33,116,120,1713,806,84740,218,11
./basic/2.in/19.out,2343003,4373,88031,180,32,119,118,1718,807,84849,217,11
./basic/2.in/20.out,2336637,4311,88073,180,32,113,121,1705,812,84896,221,12
./basic/2.in/21.out,2313970,2390,87151,185,32,111,120,1710,799,83988,214,12
./basic/2.in/22.out,2382051,3759,87013,181,31,116,118,1716,813,83825,221,12
./basic/2.in/23.out,2298156,3766,88163,186,33,115,120,1686,810,85005,218,10
./basic/2.in/24.out,2318767,3796,88019,195,39,129,118,1686,806,84845,217,11
./basic/2.in/25.out,2348408,4411,88267,182,31,117,119,1706,798,85107,214,11
./basic/2.in/26.out,2356244,4628,87935,184,32,113,118,1693,810,84769,224,12
./basic/2.in/27.out,2332824,4618,86962,183,31,118,125,1724,801,83770,217,11
./basic/2.in/28.out,2308074,2432,88111,182,32,113,120,1694,804,84959,216,11
./basic/2.in/29.out,2307397,2407,88225,179,30,117,121,1713,821,85030,221,11
./basic/2.in/30.out,2340589,3743,87998,180,30,114,121,1666,815,84868,210,11
./basic/3.in/0.out,2423339,28234,125776,393,35,238,122,2035,1053,121715,196,12
./basic/3.in/1.out,2374905,20319,127356,392,36,239,122,2041,1056,123277,206,12
./basic/3.in/2.out,2394404,27020,126155,385,35,235,120,2033,1054,122089,214,13
./basic/3.in/3.out,2370413,21188,126221,386,34,239,121,2056,1058,122131,207,12
./basic/3.in/4.out,2371728,20336,126531,387,33,241,120,2024,1059,122463,211,13
./basic/3.in/5.out,2395651,26982,131930,391,34,242,119,2049,1065,127816,223,12
./basic/3.in/6.out,2387679,21240,127295,387,33,244,121,2027,1069,123228,196,11
./basic/3.in/7.out,2378171,20627,127258,383,35,235,120,2065,1063,123157,212,12
./basic/3.in/8.out,2350602,20792,127117,389,33,243,122,2004,1063,123061,210,13
./basic/3.in/9.out,2387022,19573,127322,392,32,242,119,2059,1049,123229,207,13
./basic/3.in/10.out,2430531,26974,139561,408,36,264,129,2121,1133,135267,213,13
./basic/3.in/11.out,2376916,21672,127593,383,35,236,122,2076,1047,123497,208,12
./basic/3.in/12.out,2414158,28133,127058,388,33,238,120,2043,1051,122987,207,13
./basic/3.in/13.out,2380313,21146,127316,382,31,244,124,2026,1052,123254,209,14
./basic/3.in/14.out,2360567,20503,127457,388,35,240,120,2026,1051,123393,212,13
./basic/3.in/15.out,2375495,20753,138327,387,33,238,129,2053,1066,134216,213,12
./basic/3.in/16.out,2358104,19990,127395,387,35,239,118,2015,1049,123356,208,13
./basic/3.in/17.out,2374967,20477,126340,390,34,235,119,2045,1056,122259,211,13
./basic/3.in/18.out,2369510,20761,127421,389,36,234,123,2034,1061,123348,208,12
./basic/3.in/19.out,2409026,27379,127041,384,33,232,123,2058,1063,122942,215,13
./basic/3.in/20.out,2446022,27506,127469,384,32,241,119,2068,1051,123371,210,13
./basic/3.in/21.out,2393851,27396,127966,381,34,238,119,2066,1045,123889,203,13
./basic/3.in/22.out,2418967,27939,126048,385,32,237,120,2037,1059,121981,203,12
./basic/3.in/23.out,2391687,26716,127278,390,33,241,123,2036,1046,123208,211,12
./basic/3.in/24.out,2409353,27959,126705,393,34,238,121,2017,1051,122660,199,13
./basic/3.in/25.out,2380977,20965,127584,386,33,239,122,2028,1062,123509,215,12
./basic/3.in/26.out,2400625,27456,127644,390,37,235,121,2055,1062,123554,202,12
./basic/3.in/27.out,2354241,21078,127566,389,38,245,122,2067,1045,123468,205,12
./basic/3.in/28.out,2415176,27786,143282,379,34,235,121,2037,1055,139220,210,12
./basic/3.in/29.out,2541903,27809,127573,385,35,237,118,2031,1054,123516,208,12
./basic/3.in/30.out,2396354,26753,126780,380,34,233,122,2053,1054,122706,206,13
./basic/4.in/0.out,2513632,104462,189163,2668,98,1198,265,3787,1973,178708,524,20
./basic/4.in/1.out,2530331,132104,185126,1367,42,495,227,3128,1783,177572,521,19
./basic/4.in/2.out,2550586,131639,184598,1374,43,498,223,3129,1774,177043,525,19
./basic/4.in/3.out,2555318,131147,182455,1366,43,492,222,3132,1782,174912,520,18
./basic/4.in/4.out,2532867,130043,180189,1364,43,502,218,3134,1779,172645,514,19
./basic/4.in/5.out,2538790,128050,177166,1365,40,503,215,3134,1779,169629,511,19
./basic/4.in/6.out,2572365,128588,184028,1363,41,500,213,3107,1760,176532,521,19
./basic/4.in/7.out,2534932,131568,184694,1365,43,494,228,3116,1796,177143,520,21
./basic/4.in/8.out,2520886,100818,184657,1356,40,489,217,3115,1780,177145,521,20
./basic/4.in/9.out,2551115,131087,194290,1381,42,508,218,3127,1803,186700,521,20
./basic/4.in/10.out,2510937,100739,184722,1419,44,526,235,3227,1827,176939,517,19
./basic/4.in/11.out,2559154,129248,182905,1366,42,494,220,3135,1781,175363,512,20
./basic/4.in/12.out,2532959,128809,180069,1370,43,500,219,3124,1784,172529,511,19
./basic/4.in/13.out,2542130,101048,177863,1371,42,498,219,3142,1802,170280,520,19
./basic/4.in/14.out,2507867,101170,179172,1364,46,493,216,3146,1793,171615,514,19
./basic/4.in/15.out,2543383,133009,180562,1373,41,497,214,3130,1788,173017,511,20
./basic/4.in/16.out,2551146,128391,187721,1391,45,499,216,3152,1772,180138,521,19
./basic/4.in/17.out,2549693,130626,185243,1379,42,494,218,3129,1785,177682,523,20
./basic/4.in/18.out,2498670,100325,184640,1384,42,511,220,3129,1787,177062,513,22
./basic/4.in/19.out,2490072,101142,185178,1401,44,501,219,3156,1813,177535,522,20
./basic/4.in/20.out,2508168,101173,185279,1379,43,497,218,3147,1781,177707,519,20
./basic/4.in/21.out,2516663,100254,185357,1392,44,501,218,3157,1798,177735,524,19
./basic/4.in/22.out,2518965,102630,185402,1413,43,498,219,3142,1791,177779,526,20
./basic/4.in/23.out,2539321,132465,183611,1392,40,496,212,3124,1773,176064,517,19
./basic/4.in/24.out,2505013,100582,184184,1399,46,503,222,3182,1798,176524,523,20
./basic/4.in/25.out,2562491,131221,186779,1834,53,640,268,3808,1991,177675,526,18
./basic/4.in/26.out,2541806,129014,185030,1404,45,501,220,3143,1805,177168,757,20
./basic/4.in/27.out,2580893,130604,177450,1383,45,519,224,3227,1863,169673,525,20
./basic/4.in/28.out,2519824,102098,177201,1375,43,502,221,3124,1777,169652,518,19
./basic/4.in/29.out,2521806,129170,180922,1391,45,499,219,3129,1775,173358,519,19
./basic/4.in/30.out,2539344,128676,184881,1352,41,482,224,3112,1772,177385,520,21
./basic/5.in/0.out,2655629,260745,171413,2838,238,1303,298,3959,2352,160031,591,27
./basic/5.in/1.out,2668221,264576,177007,3393,298,1731,384,4719,2507,163635,597,26
./basic/5.in/2.out,2656529,265984,173082,2850,245,1300,295,3961,2345,161697,594,27
./basic/5.in/3.out,2701655,262351,172849,2853,246,1341,315,4090,2361,161233,615,28
./basic/5.in/4.out,2633706,242931,167914,2817,235,1291,303,3963,2333,156579,589,25
./basic/5.in/5.out,2624175,237103,172693,2837,236,1308,309,4109,2338,161160,593,26
./basic/5.in/6.out,2644261,265553,173620,2846,236,1289,297,3966,2352,162231,600,27
./basic/5.in/7.out,2625342,239693,171190,2832,231,1290,292,3937,2348,159872,581,25
./basic/5.in/8.out,2666769,264301,180919,2813,237,1296,298,3943,2349,169525,655,27
./basic/5.in/9.out,2630188,238733,172793,2865,246,1299,294,3982,2343,161378,593,26
./basic/5.in/10.out,2620953,234490,173894,2832,234,1302,296,3974,2371,162494,587,25
./basic/5.in/11.out,2656323,262239,177623,2846,232,1288,305,3963,2364,166224,593,27
./basic/5.in/12.out,2632370,243822,172923,2859,238,1306,294,3971,2381,161483,590,27
./basic/5.in/13.out,2657853,266088,171062,2858,237,1302,296,3965,2330,159687,586,26
./basic/5.in/14.out,2669917,264728,196542,2929,291,3680,839,24040,2564,161855,595,26
./basic/5.in/15.out,2642502,266372,172667,2845,238,1296,296,3971,2379,161250,592,27
./basic/5.in/16.out,2668309,265306,173003,2863,242,1294,298,3987,2339,161587,595,27
./basic/5.in/17.out,2668814,264875,168894,2819,235,1347,319,3960,2336,157485,588,25
./basic/5.in/18.out,2648644,265610,173129,2911,246,1300,298,3964,2353,161670,594,26
./basic/5.in/19.out,2640097,266411,172418,2855,236,1306,298,3956,2343,161031,589,26
./basic/5.in/20.out,2647914,264258,167085,2869,240,1294,307,3961,2365,155665,584,27
./basic/5.in/21.out,2637264,252608,173945,2839,241,1292,297,3963,2341,162585,589,26
./basic/5.in/22.out,2648891,265994,172686,2863,234,1300,295,3958,2347,161301,584,26
./basic/5.in/23.out,2639121,241583,168000,2857,237,1296,293,3972,2358,156600,585,26
./basic/5.in/24.out,2621690,234947,173024,2858,235,1305,296,3967,2368,161599,590,27
./basic/5.in/25.out,2614537,235648,168889,2837,237,1286,300,3952,2336,157549,591,26
./basic/5.in/26.out,2645331,261819,173903,2818,230,1294,302,3951,2355,162557,586,26
./basic/5.in/27.out,2626485,238518,173830,2824,240,1288,298,3958,2351,162488,584,26
./basic/5.in/28.out,2629606,237422,169155,2830,232,1306,302,3964,2357,157778,581,25
./basic/5.in/29.out,2670177,265349,172743,2819,237,1296,304,3962,2349,161379,597,26
./basic/5.in/30.out,2642344,242296,172710,2845,234,1309,299,3962,2352,161313,591,26
./basic/6.in/0.out,5760737,2940155,427259,11294,271,1550,590,12527,9411,389954,1804,116
./basic/6.in/1.out,5746187,2929798,425663,11220,265,1570,588,12285,9390,388682,1801,115
./basic/6.in/2.out,5743850,2930728,421800,11372,272,1559,596,12257,9386,384696,1809,114
./basic/6.in/3.out,5754529,2945198,429634,11306,268,1557,595,12275,9401,392567,1807,114
./basic/6.in/4.out,5758425,2952320,428129,11280,278,1558,599,12276,9392,391084,1815,114
./basic/6.in/5.out,5731683,2921362,425833,11143,265,1559,587,12252,9413,388953,1801,113
./basic/6.in/6.out,5837791,2945528,431084,14170,271,1561,597,12307,9409,391103,1807,115
./basic/6.in/7.out,5753738,2931127,427483,12236,332,2004,636,13519,9492,387658,1810,115
./basic/6.in/8.out,5699062,2897957,424271,11244,274,1556,591,12262,9394,387284,1814,114
./basic/6.in/9.out,5725849,2937270,421313,11273,271,1544,587,12244,9402,384336,1800,114
./basic/6.in/10.out,5751651,2946642,431272,11346,271,1573,592,12243,9398,394181,1812,114
./basic/6.in/11.out,5751819,2923357,426489,11302,266,1548,597,12242,9397,389462,1814,115
./basic/6.in/12.out,5743342,2938206,422837,11288,267,1542,592,12259,9414,385812,1803,114
./basic/6.in/13.out,5751135,2940859,427953,11329,274,1557,593,12270,9399,390858,1820,114
./basic/6.in/14.out,5711885,2927009,429962,11211,267,1554,595,12256,9406,393009,1803,116
./basic/6.in/15.out,5777326,2946329,426153,11343,278,1556,606,12273,9406,389031,1812,115
./basic/6.in/16.out,5727886,2934884,424212,11224,269,1560,595,12274,9391,387229,1811,116
./basic/6.in/17.out,5810852,2996966,428083,11337,278,1583,592,12234,9411,390990,1809,115
./basic/6.in/18.out,5793836,2970409,423553,11215,267,1565,588,12252,9406,386594,1807,115
./basic/6.in/19.out,5774942,2947013,429897,11289,278,1546,589,12257,9405,392871,1813,115
./basic/6.in/20.out,5743561,2948706,428636,11276,271,1558,596,12233,9432,391601,1813,116
./basic/6.in/21.out,5757912,2949734,426946,12285,340,2025,637,13532,9506,387023,1809,114
./basic/6.in/22.out,5744066,2945817,424651,11327,272,1584,599,12275,9432,387494,1813,114
./basic/6.in/23.out,5755275,2953146,428462,11234,272,1559,590,12272,9410,391464,1805,113
./basic/6.in/24.out,5758434,2951382,426059,11330,274,1553,591,12260,9401,388979,1818,114
./basic/6.in/25.out,5745044,2937342,422204,11219,269,1553,595,12266,9406,385221,1818,114
./basic/6.in/26.out,5762897,2939598,429708,11288,269,1569,584,12274,9406,392655,1803,115
./basic/6.in/27.out,5691202,2915998,427970,11197,268,1546,591,12254,9406,391038,1811,115
./basic/6.in/28.out,5746138,2931554,426430,11396,267,1566,592,12276,9405,389261,1806,115
./basic/6.in/29.out,5685329,2879980,425738,11327,273,1556,587,12252,9407,388677,1804,114
./basic/6.in/30.out,5678592,2884376,427955,11622,284,1578,594,12286,9390,390551,1805,114
./basic/7.in/0.out,20049680,15448548,1391401,47440,492,2690,1998,44884,47260,1238593,8030,492
